company,location,salary,title
"

        General Dynamics Information Technology","Chantilly, VA",Unknown,Data Scientist
"

        Walmart","Bentonville, AR",Unknown,Staff Data Scientist - Tech
"

        KnowBe4","Clearwater, FL",Unknown,Data Scientist
"

        Verizon","Boston, MA",Unknown,Principal Data Scientist
"

        IntePros Consulting","Green Bay, WI",Unknown,Data Scientist
"

        Humana","Boston, MA",Unknown,Principal Data Scientist
"

        T-CETRA LLC","Dublin, OH",Unknown,Senior Data Analyst
"

        Deloitte","Washington, DC",Unknown,Data Scientist-TS/SCI Required
"

        Liberty Mutual Insurance","Boston, MA","


                            $132,300 - $173,200 a year

","Director I, Data Science"
"

        Concur Technologies","Chicago, IL",Unknown,SAP Fieldglass - Data Scientist
"

        Simon Property Group","New York, NY",Unknown,Venture Capital Analyst - Data Scientist
"

        Moody's Analytics","San Francisco, CA",Unknown,Assistant Director - Data Scientist
"

        Bloomberg BNA","Washington, DC",Unknown,Associate Data Scientist
"
        CircleUp","San Francisco, CA",Unknown,"Data Scientist, Insights"
"
        RocketCyber",United States,Unknown,Staff Data Scientist
"

        Sportradar","Menlo Park, CA",Unknown,Data Scientist
"

        ProQuest LLC","Ann Arbor, MI",Unknown,Data Scientist
"

        Apple","Santa Clara Valley, CA",Unknown,Machine Learning Intern
"

        Psyonix","San Diego, CA",Unknown,Data Scientist
"

        Liberty Mutual Insurance","Boston, MA","


                            $117,400 - $152,000 a year

","Assistant Director, Data Science - GRM US Marketing Analytics"
"

        Guardian Life Insurance Company","New York, NY",Unknown,2020 Data Science Intern
"

        TD Ameritrade","Denver, CO",Unknown,Senior Data Science Analyst
"

        Liberty Mutual Insurance","Boston, MA","


                            $134,722 - $221,200 a year

",Actuary
"

        OneMain Financial","Irving, TX",Unknown,Lead Data Analyst
"
        Cane Bay Partners LLLP","Christiansted, VI",Unknown,Senior Statistician
"

        Anthem, Inc.",United States,Unknown,Data Scientist Analyst (PS20721)
"

        University of Alabama at Birmingham","Birmingham, AL",Unknown,DATA SCIENTIST-GENOMICS
"

        Criteo","New York, NY",Unknown,"Internship Data Scientist, Product Analytics"
"

        SAIC","Offutt AFB, NE",Unknown,Associate Data Scientist
"

        Caliber Home Loans","Coppell, TX",Unknown,Data Scientist
"

        SpotX","Broomfield, CO",Unknown,Data Scientist
"

        Optimal","Dearborn, MI",Unknown,Data Scientist - Modelling 91819
"

        Salt Lake Community College","Salt Lake City, UT",Unknown,Qualitative Data Scientist 1
"
        Gritter Francona, Inc.","Washington, DC",Unknown,Data Scientist/Business Analyst
"

        Lawrence Berkeley National Laboratory","San Francisco Bay Area, CA",Unknown,Bioinformatics Associate Data Scientist
"

        Acara Solutions","Coraopolis, PA",Unknown,Data Scientist
"
        clinc","Ann Arbor, MI",Unknown,Data Scientist
"
        #twiceasnice Recruiting","Pittsburgh, PA",Unknown,Data Scientist
"
        HVH Precision Analytics","New York, NY",Unknown,Senior Data Scientist
"

        Perspecta","Washington, DC",Unknown,Senior Data Scientist
"

        Walmart eCommerce","Bentonville, AR",Unknown,Principal Data Scientist- Tech
"

        Ford Motor Company","Dearborn, MI",Unknown,Data Scientist - Smart Mobility Analytics
"

        Equifax","Atlanta, GA",Unknown,Data Scientist – Global Identity and Fraud
"

        Calix","San Jose, CA",Unknown,"Data Scientist, Cloud"
"
        Ephesoft Inc.","Irvine, CA",Unknown,Data Scientist
"
        Kinsa Inc.","San Francisco, CA",Unknown,Data Scientist
"

        Vans","Costa Mesa, CA",Unknown,Vans Associate Data Scientist
"

        Amazon.com Services, Inc.","Seattle, WA",Unknown,"Data Scientist, Global Networks"
"

        Walmart eCommerce","Sunnyvale, CA",Unknown,Staff Data Scientist - NLP
"

        Tableau","Seattle, WA",Unknown,Senior Data Scientist
"
        CounterFind","Dallas, TX",Unknown,Data Scientist/Machine Learning Engineer
"

        IntePros Consulting","Media, PA",Unknown,Mid-Level Data Scientist
"

        Cognosante, LLC",United States,Unknown,Senior Medicaid Data Analyst
"

        Belcan","Warrendale, PA",Unknown,Data Scientist
"

        Perspecta","Washington, DC",Unknown,Data Scientist
"

        Accenture","Chicago, IL",Unknown,Data Science Consultant
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist - A/B Testing + Measurement
"

        Universities Space Research Association","Moffett Field, CA",Unknown,"Scientist, Data Sciences"
"

        Universal Orlando Resort","Orlando, FL",Unknown,Data Scientist
"

        AstraZeneca","Waltham, MA",Unknown,Data Sciences & AI Graduate Programme - US
"

        VF Corporation","Costa Mesa, CA",Unknown,Vans Associate Data Scientist
"
        BEN Group, Inc","Provo, UT",Unknown,Data Intern
"

        TransVoyant","Minneapolis, MN",Unknown,Data Scientist
"

        Blue Cross Blue Shield of North Carolina","Durham, NC",Unknown,Data Scientist
"

        Cyient","Pittsburgh, PA",Unknown,Data Scientist
"

        Apple","Austin, TX",Unknown,Senior Quantitative Data Analyst
"

        Etsy","New York, NY",Unknown,Data Science Internship - Summer 2020
"
        XLFN Consulting","Austin, TX","


                            $110,000 - $120,000 a year

","Data Scientist / BI Developer - Python, R, SAS (Remote)"
"

        Cathexis","Falls Church, VA",Unknown,Data Analyst- Senior
"
        Plantek Consulting","Juno Beach, FL",Unknown,Data Scientist
"

        Perspecta","Washington, DC",Unknown,Senior Data Scientist
"
        Defined Clarity","New York, NY","


                            $65 - $75 an hour

",Data Analyst / Data Scientist
"

        Marathon Petroleum Corporation","Findlay, OH",Unknown,Data Scientist
"

        Hewlett Packard Enterprise","San Jose, CA",Unknown,Data Scientist
"

        AEP Energy","Columbus, OH",Unknown,Data Scientist
"

        Proofpoint","Sunnyvale, CA",Unknown,Senior Data Scientist
"

        RealSelf","Seattle, WA",Unknown,Data Scientist
"

        cPanel","Houston, TX",Unknown,Data Scientist
"
        Evidation","Santa Barbara, CA",Unknown,Health Data Scientist - Biomedical
"

        Snapchat","Los Angeles, CA",Unknown,Engineering Data Scientist
"
        DeepHealth","Cambridge, MA",Unknown,Data Scientist
"

        Harnham","San Francisco, CA","


                            $200,000 a year

",Principal Data Scientist
"

        Jobot","Menlo Park, CA","


                            $95,000 - $125,000 a year

",Data Engineer (Algorithm Development) - Machine Learning & AI
"
        Vadum Inc","Raleigh, NC",Unknown,Signal Processing- Machine Learning- AI Engineer/Scientist
"

        Perspecta","Washington, DC",Unknown,Data Scientist
"

        Accenture","Florham Park, NJ",Unknown,Data Science Consultant
"

        UCLA Health","Los Angeles, CA",Unknown,Junior Statistician
"
        GridEdge","New York, NY",Unknown,Data Scientist
"
        ThinkIQ","Aliso Viejo, CA",Unknown,Industrial Data Scientist and Developer
"

        Honeywell","Phoenix, AZ",Unknown,Data Scientist (HCE)
"

        Radiology Partners","Columbus, OH",Unknown,NLP Data Scientist
"
        BrightSpeed is a trademark of BrightSpeed","Palm Coast, FL",Unknown,DATA SCIENTIST
"

        Pearson","Durham, NC",Unknown,Data Scientist
"

        Equifax","Atlanta, GA",Unknown,Data Scientist
"
        DAPPER Stats","Portland, OR","


                            $60,000 a year

",Data Scientist
"
        Dhanutek","Research Triangle Park, NC",Unknown,Data Scientist
"

        Abbott Laboratories","Plano, TX",Unknown,Senior Data Scientist
"

        Skillshare","New York, NY",Unknown,"Senior Data Scientist, Product Analytics"
"

        Opendoor","San Francisco, CA",Unknown,Data Scientist (Predictive Services)
"
        IT intellectuals","Marietta, GA",Unknown,Sr. Data Scientist
"
        DVSUM","Sunnyvale, CA",Unknown,"Cloud Data Architect - Min 5 years exp Reqd, AWS or Azure"
"

        National Security Agency","Fort Meade, MD",Unknown,Data Scientist - Entry to Experienced Level
"

        Leidos","McLean, VA",Unknown,Data Scientist w/Polygraph
"

        Spotify","New York, NY",Unknown,"Data Scientist, Content Analytics"
"
        Kognetics","Gahanna, OH","


                            $101,000 a year

",Senior Data Scientist
"
        HOMER","New York, NY",Unknown,Data Scientist
"

        Electronic Arts","Austin, TX",Unknown,Machine Learning Intern (BS/MS)
"

        Coupang","Mountain View, CA",Unknown,Machine Learning - New Graduate
"

        Trilogy Ed","Houston, TX",Unknown,"Data Scientist, Rice University"
"

        Apple","Santa Clara Valley, CA",Unknown,"Data Scientist - Analytics, Health Strategic Initiatives"
"
        Dataspace","Detroit, MI","


                            $100,000 a year

",050: Data Scientist
"

        DataDog","New York, NY",Unknown,Data Scientist
"

        GoPro","San Diego, CA",Unknown,"Product Analyst, Data Scientist"
"

        Jobot","Phoenix, AZ","


                            $130,000 - $165,000 a year

","Lead Instructor, Principal Data Scientist"
"

        Nestle USA","Seattle, WA",Unknown,Sr. Customer Data Analyst
"
        JobRobin","New York, NY","


                            $100,000 - $140,000 a year

",Senior Data Analyst
"

        Comcast","Philadelphia, PA",Unknown,Lead Data Scientist
"
        Expo Experts/ Hosting Multiple Colorado Springs Companies","Colorado Springs, CO",Unknown,Data Engineer/ Machine Learning Hiring Event
"
        Outreach","Seattle, WA",Unknown,Data Scientist
"

        Neal Analytics","Redmond, WA",Unknown,Data Scientist
"

        Adobe","Seattle, WA",Unknown,Data Science Analyst
"

        Well","New York, NY",Unknown,Data Scientist / Machine Learning Engineer
"

        Life Time","Chanhassen, MN",Unknown,Senior Data Scientist
"

        ViaSat","Tempe, AZ",Unknown,Data Scientist (Churn)
"
        Scaleapi","San Francisco, CA",Unknown,Data Scientist
"
        Evidation","Santa Barbara, CA",Unknown,Health Data Scientist - Biostats
"
        Invent Analytics","Philadelphia, PA",Unknown,Data Scientist
"
        Quadient","Raleigh, NC",Unknown,Data Scientist
"
        Hypergiant","Dallas, TX",Unknown,Data Scientist (Industrial Operations)
"

        Verizon","Boston, MA",Unknown,Principal Data Scientist
"

        Novartis","Indianapolis, IN",Unknown,Senior Statistical Analyst
"

        Opcity","Austin, TX",Unknown,Senior Data Scientist
"

        Liberty Mutual Insurance","Boston, MA","


                            $117,400 - $152,000 a year

",Data Science Project Manager II
"

        Intuit","San Diego, CA",Unknown,Senior Technical Data Analyst
"

        TARGET","Minneapolis, MN",Unknown,Artificial Intelligence Scientist Intern
"
        LeanTaaS","Santa Clara, CA",Unknown,Data Scientist
"

        BWX Technologies","Oak Ridge, TN",Unknown,Data Scientist
"

        Caterpillar","Peoria, IL",Unknown,Data Scientist
"

        Electronic Arts","Redwood City, CA",Unknown,Data Scientist
"

        Wolverine Trading","Chicago, IL",Unknown,Data Science Intern (Summer 2020)
"
        Blume Global","Pleasanton, CA",Unknown,Associate Data Scientist
"

        Beyond Limits","Glendale, CA",Unknown,Data Scientist - Generalist
"

        NVIDIA","Redmond, WA",Unknown,Deep Learning Scientist - Autonomous Vehicles
"
        Bioceryx Technologies","Menlo Park, CA","


                            $100,000 - $150,000 a year

",Software Engineer / Data Scientist
"
        Hire IT People","Raleigh, NC",Unknown,Sr. Data Scientist
"
        Digital Trike","South Jordan, UT",Unknown,Data Science & Analytics
"
        Snapiotech.","Cumming, GA",Unknown,Data Scientist
"
        Scientific Systems and Software International (SSS...","Baltimore, MD",Unknown,Data Scientist (CI 001/DBE3)
"
        Tiger Analytics","St. Louis, MO",Unknown,Data Scientist - Simulation & Modeling
"
        TCG Capital","San Francisco, CA",Unknown,Data Scientist
"
        decormatters","Milpitas, CA",Unknown,Data Scientist
"

        Ascensus","Newton, MA",Unknown,Associate Data Scientist
"
        devwrx","Chicago, IL",Unknown,Data Scientist
"

        BOEING","Bellevue, WA",Unknown,Associate and Experienced Data Scientists
"
        RiskGenius","Edmond, OK",Unknown,Data Scientists (Various Levels)
"
        Foresee Medical, Inc.","San Diego, CA",Unknown,NLP Engineer
"

        CenturyLink","Broomfield, CO",Unknown,Lead Data Scientist
"
        Xyken, LLC","McLean, VA","


                            $60,000 - $150,000 a year

",3D Computer Vision Engineer
"

        Corvid Technologies LLC","Mooresville, NC",Unknown,Computer Vision Engineer
"

        Indeed","San Francisco, CA","


                            $148,000 - $192,000 a year

",Technical Product Manager - Data Science
"

        TARGET","Minneapolis, MN",Unknown,Sr. Data Analyst - Merch Insights
"

        Perspecta","Washington, DC",Unknown,Data Scientist
"

        Windstream Communications","Little Rock, AR",Unknown,Senior Data Scientist
"

        ITL USA","Atlanta, GA",Unknown,Principal Data Scientist
"

        My Job Tank","San Francisco, CA",Unknown,Senior Data Scientist
"

        TD Ameritrade","Omaha, NE",Unknown,Senior Data Science Analyst
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"
        Virtual Power Systems","Milpitas, CA",Unknown,Data Scientist
"
        Love Justice International","Denver, CO",Unknown,Chief Data Scientist
"

        Schneider National","Green Bay, WI",Unknown,Data Scientist
"

        American Express","Sunrise, FL",Unknown,Data Scientist
"

        MRI Software","Atlanta, GA",Unknown,Data Scientist
"

        Martin Luther King, Jr. Community Hospital","Los Angeles, CA",Unknown,Data Scientist Population Health
"

        Southern Methodist University","Dallas, TX",Unknown,Data Scientist
"

        Freeport-McMoRan Copper & Gold","Phoenix, AZ",Unknown,"Data Scientist I - Phoenix, AZ"
"
        Tessella","Boston, MA",Unknown,Data Scientist / Software Developer
"

        Uptake","Chicago, IL",Unknown,Data Scientist
"

        KPMG","Atlanta, GA",Unknown,"Sr. Associate, Data Scientist, NLP"
"

        Leidos","Omaha, NE",Unknown,Intelligence Data Science & Analytics SME
"

        The Travelers Companies, Inc.","Hartford, CT",Unknown,Data Analytics Engineer - Artificial Intelligence
"
        Gotham Guild Talent Management","New York, NY","


                            $350,000 - $500,000 a year

",Real Estate Investment w/ Data Science background
"

        Burnett Specialists","Dallas-Fort Worth, TX",Unknown,Data Scientist
"

        Zenuity","Detroit, MI",Unknown,Deep Learning Engineer - Vision Team
"

        Honor","San Francisco, CA",Unknown,Data Scientist
"

        Knowesis Inc.","Lewis McChord, WA",Unknown,Data Scientist I
"
        BestReviews","San Francisco, CA",Unknown,Data Scientist
"

        State Farm","Dallas, TX",Unknown,Data Scientist
"

        Zimmerman Advertising","Fort Lauderdale, FL",Unknown,Data Scientist
"

        Expedia Group","Bellevue, WA",Unknown,Data Scientist I
"
        NCCPA","Johns Creek, GA",Unknown,Data Scientist I
"

        Dana-Farber Cancer Institute","Boston, MA",Unknown,Imaging Data Scientist & Data Engineer
"

        Goldman Sachs","New York, NY",Unknown,CIMD - Marcus by Goldman Sachs - Decision and Data Scientist
"
        HHS Technology Group","Sacramento, CA",Unknown,Data Scientist
"

        Freddie Mac","McLean, VA",Unknown,Quantitative Analytics Senior - Data Scientist
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"

        BankUnited","Miami Lakes, FL",Unknown,"Manager, Data Science & Engineering"
"

        GSI Service Group","Alexandria, VA",Unknown,IT - DATA SCIENTIST
"
        Stanza","San Francisco, CA",Unknown,Data Scientist
"

        Verizon","Basking Ridge, NJ",Unknown,Principal Data Scientist
"
        Juristat","St. Louis, MO","


                            $30,000 - $40,000 a year

",Data Analyst I - Data Entry
"

        Domino's","Ann Arbor, MI",Unknown,2020 Summer Internship - Data Science
"

        CIOX Health","Alpharetta, GA",Unknown,Data Scientist
"

        Sendero Health Plans","Austin, TX",Unknown,Senior Data Analyst
"

        Root Insurance Company","Columbus, OH",Unknown,Data Scientist
"
        GOIN Technology, Inc.","Irving, TX",Unknown,Data Scientist - Computer Vision
"
        HG Insights","Santa Barbara, CA",Unknown,Associate Data Scientist
"
        Amplero","Seattle, WA",Unknown,Data Scientist
"

        Bosch Group","Austin, TX",Unknown,Research Scientist - Machine Learning for Autonomous Driving Behavior
"

        DriveTime","Tempe, AZ",Unknown,Data Scientist
"
        Applied Research in Acoustics LLC","Culpeper, VA",Unknown,R&D Scientist/Engineer: Signal Processing / Machine Learning
"

        Purdue University","West Lafayette, IN",Unknown,Data Scientist
"

        Alignment Healthcare","Orange, CA",Unknown,Data Scientist
"

        American Credit Acceptance","Spartanburg, SC",Unknown,Data Scientist
"

        Anthem, Inc.",United States,Unknown,AI Principal Data Scientist (PS19212)
"

        Ryder","Franklin, TN",Unknown,Data Scientist II
"
        FourthWall Media","Sterling, VA",Unknown,Data Scientist
"

        Beyond Limits","Glendale, CA",Unknown,Data Scientist - Machine Learning
"

        Apple","Santa Clara Valley, CA",Unknown,"Apple Podcasts Data Scientist, Apple Media Products Data Science"
"
        Litmus","Cambridge, MA",Unknown,Data Scientist
"

        360i","New York, NY",Unknown,Data Scientist
"

        TD Ameritrade","Southlake, TX",Unknown,Senior Data Science Analyst
"

        DXC","New Orleans, LA",Unknown,Senior Professional Data Scientist
"

        Saudi Aramco",United States,Unknown,Data Scientist- Relocation to Saudi Arabia
"

        Memorial Sloan Kettering","New York, NY",Unknown,Sr Strategic Consultant / Data Scientist (Patient Access)
"

        National Funding","San Diego, CA",Unknown,Data Scientist- Credit Risk/ Operations
"

        Hewlett Packard Enterprise","Roseville, CA",Unknown,Data Scientist Specialist
"

        The University of Chicago","Chicago, IL",Unknown,Data Scientist
"

        Bosch Group","Sunnyvale, CA",Unknown,Data Science Intern
"
        AGRiP","Folsom, CA","


                            $13,781 - $19,982 a month

",Data Scientist/Predictive Analyst
"
        Unicorn Technologies, LLC","Chicago, IL",Unknown,Senior Data Scientist
"
        Bridgefront Capital","Austin, TX",Unknown,Quantitative Researcher
"
        PIÑATA SCIENCES","Boston, MA",Unknown,Juñior Data Scientist
"

        Brightidea","San Francisco, CA",Unknown,Data Scientist
"

        Apple","Santa Clara Valley, CA",Unknown,"Data Scientist, Apple Pay Security"
"

        Apple","Santa Clara Valley, CA",Unknown,Machine Learning Engineer/Data Scientist – Maps Search
"

        BlackRock","Atlanta, GA",Unknown,Data Science & Analytics Manager - BlackRock Solutions
"

        BlueSky Resource Solutions","Pflugerville, TX","


                            $75,000 - $105,000 a year

",Sr. Data Analyst (Power BI) - Telecom Construction
"
        Science and Medicine Group Inc.","Arlington, VA",Unknown,Sr. Data Analyst - Market Research
"

        Comcast","Philadelphia, PA",Unknown,"Engineer, Machine Learning"
"
        FanAI","Santa Monica, CA",Unknown,Data Scientist
"

        Alaska Airlines","Seattle, WA","


                            $35,000 - $54,300 a year

",Intern- Data Science
"

        BNY Mellon","New York, NY",Unknown,Data Scientist
"

        Trianz","Helena, MT",Unknown,Data Scientist
"

        Delta Air Lines","Atlanta, GA",Unknown,Senior Data Analyst
"

        ATPCO","Dulles, VA",Unknown,Intern - Data Scientist
"
        InsuraMatch","Boston, MA",Unknown,Data Scientist
"
        Perpay Inc.","Philadelphia, PA",Unknown,Data Scientist
"

        Fifth Third Bank","Cincinnati, OH",Unknown,Data Scientist.
"
        Site 1001","San Clemente, CA",Unknown,Data Scientist & Machine Learning Engineer
"
        Plantek Consulting","New York, NY",Unknown,Data Scientist
"
        #twiceasnice Recruiting","Santa Ana, CA",Unknown,Data Scientist
"
        Formation","San Francisco, CA",Unknown,Data Scientist
"
        The Confidential Search Company","Lawrence, MA","


                            $90,000 - $100,000 a year

",ACO Senior BI Data Analyst
"

        Freedom Financial Network","Tempe, AZ",Unknown,Senior Data Scientist
"

        Perspecta","Washington, DC",Unknown,Data Scientist
"

        CenturyLink","Broomfield, CO",Unknown,LEAD DATA SCIENTIST
"

        Capgemini Government Solutions","McLean, VA",Unknown,Data Scientist/Modeler
"
        Pournader & Company",United States,Unknown,Analytics and Data Science
"

        Health & Human Services Comm","Austin, TX","


                            $4,301 - $5,671 a month

",WIC Statistician
"

        Google","Mountain View, CA",Unknown,"Senior Data Analyst, Search Analytics"
"

        MachineZone","Palo Alto, CA",Unknown,Data Scientist
"
        SILVERLINK TECHNOLOGIES LLC","Raleigh, NC",Unknown,Data Scientist | NPL | Machine Learning
"

        Silicon Valley Bank","Tempe, AZ",Unknown,Data Scientist
"

        Frequence","Mountain View, CA",Unknown,Advanced Media Analytics - Data Scientist
"
        Sage Renewable Energy Consulting","San Rafael, CA",Unknown,Energy Data Scientist/Analyst
"

        St. Jude Children's Research Hospital","Memphis, TN",Unknown,Sr Image Data Scientist
"

        TARGET","Sunnyvale, CA",Unknown,Lead Data Scientist - A/B Testing Methodology
"

        ClearEdge IT Solutions","Annapolis Junction, MD",Unknown,Software Engineer - Data Science
"

        CBRE","Los Angeles, CA",Unknown,Senior Research Data Analyst
"

        DSW","Columbus, OH",Unknown,Summer 2020 Internship Program - Data Science
"
        Osmo","Palo Alto, CA",Unknown,Data Scientist
"

        Apple","Santa Clara Valley, CA",Unknown,Software Engineer/Data Scientist
"
        Linc Global, Inc.","Sunnyvale, CA",Unknown,Data Scientist
"
        Possible Finance","Seattle, WA",Unknown,"Data Scientist, Credit Risk"
"
        Carrot Health","Minneapolis, MN",Unknown,Data Scientist
"
        Callidus Inc","Pennington, NJ",Unknown,Data Scientist
"

        Echo Global Logistics","Chicago, IL",Unknown,Data Scientist
"

        UNC Greensboro","Greensboro, NC",Unknown,Data Scientist
"
        EDO, Inc.","New York, NY",Unknown,Data Scientist
"

        CenturyLink","Broomfield, CO",Unknown,Senior Data Scientist
"

        Opendoor","San Francisco, CA",Unknown,Staff Data Scientist (Predictive Services)
"
        Envision LLC","St. Louis, MO",Unknown,Data Scientist - Ph.D.
"

        On-Board Companies","Coraopolis, PA",Unknown,Data Scientist
"

        Allstate","Chicago, IL",Unknown,Arity- Sr Data Scientist
"

        Best Buy","Richfield, MN",Unknown,Principal Machine Learning Scientist
"
        HR, Legal, & Administration","Sartell, MN",Unknown,Chief Data Scientist
"
        Blue Dart Ventures","Overland Park, KS",Unknown,Data Scientist-LOCAL ONLY KC METRO AREA
"
        [24]7.ai","San Jose, CA",Unknown,Chief Data Scientist
"
        Verb Surgical","Mountain View, CA",Unknown,Data Scientist - Contract
"

        TCL Research America","San Jose, CA",Unknown,"Scientist, Data Mining"
"
        JMI Labs","North Liberty, IA",Unknown,Data Scientist
"

        Facebook","Menlo Park, CA",Unknown,Data Scientist
"

        United Federal Credit Union","Saint Joseph, MI",Unknown,Data Scientist
"

        University of Maryland","College Park, MD",Unknown,Junior Data Scientist
"
        MasterClass","San Francisco, CA",Unknown,Data Scientist
"

        Health Care Service Corporation","Chicago, IL",Unknown,Senior Data Scientist
"
        TBA","Austin, TX",Unknown,Data Scientist
"

        Red Gate Group LTD","Reston, VA",Unknown,Data Scientist
"

        CenturyLink","Broomfield, CO",Unknown,Senior Data Scientist
"

        Disney Streaming Services","New York, NY",Unknown,"Senior Data Analyst, Data Instrumentation"
"
        Retail Solutions, Inc.","San Jose, CA",Unknown,Data Scientist
"
        Finrise","Burlingame, CA",Unknown,Data Scientist
"

        innovaccer","San Francisco, CA","


                            $105,000 - $130,000 a year

",DATA SCIENTIST
"
        Alt Shift USA","San Francisco, CA",Unknown,Data Scientist
"

        Allegiant Travel Company","Las Vegas, NV",Unknown,Data Scientist II
"

        Cambia Health","Portland, OR",Unknown,Healthcare Data Scientist I or II
"

        AEP Energy Inc","Columbus, OH",Unknown,Data Scientist
"

        Google","Austin, TX",Unknown,"Sales Engineer, Machine Learning, Google Cloud"
"

        Sense Corp","Austin, TX",Unknown,Senior Data Scientist
"

        Marlette Funding","Newark, CA",Unknown,Data Scientist
"

        CareCentrix","Hartford, CT",Unknown,Statistical Analyst
"

        Lockheed Martin Corporation","Orlando, FL",Unknown,Data Engineer
"

        General Dynamics Information Technology","MacDill AFB, FL",Unknown,Data Scientist Advisor
"

        1st Merchant Funding","Miami, FL",Unknown,Data Scientist
"

        Red Hat, Inc.","Boston, MA",Unknown,Data Science Internship
"

        ExxonMobil","Spring, TX",Unknown,Data Scientist (PhD) - Intern
"

        General Atomics and Affiliated Companies","San Diego, CA",Unknown,Data Scientist
"

        Facebook","Seattle, WA",Unknown,"Data Scientist, Analytics - Ads Manager"
"

        LOCKHEED MARTIN CORPORATION","Stratford, CT",Unknown,Data Scientist Asc
"

        Public Company Accounting Oversight Board","Washington, DC",Unknown,Data Science Intern - Summer 2020
"

        GLOBALFOUNDRIES","Malta, NY",Unknown,SMTS- Data Scientist/Data Analyst
"
        HyperspaceVentures","Chapel Hill, NC",Unknown,Data Scientist
"

        EY","Seattle, WA",Unknown,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)"
"
        Eversight","Palo Alto, CA",Unknown,Data Scientist
"
        Attadale Partners","Chicago, IL",Unknown,Machine Learning / NLP Data Scientist
"
        The Learning Corp","Newton, MA",Unknown,Data Scientist
"

        Photon","Troy Hills, NJ",Unknown,Data Scientist
"

        Beyond Limits","Glendale, CA",Unknown,Data Scientist - Oil and Gas
"

        Novo Nordisk","Seattle, WA",Unknown,Data Scientist II Job
"

        Driveway","Aliso Viejo, CA",Unknown,Data Scientist
"

        Converge","New York, NY",Unknown,Data Scientist
"
        System1","Venice, CA",Unknown,Data Scientist
"
        Etiometry","Boston, MA",Unknown,Data Scientist
"

        TD Ameritrade","Omaha, NE",Unknown,"Senior Data Analyst, Technology Insights and Business Management"
"
        Plantek Consulting","Juno Beach, FL",Unknown,Data Scientist
"

        Wayfair","Boston, MA",Unknown,Data Science Manager
"
        Envision LLC","St. Louis, MO",Unknown,Intermediate Data Scientist
"
        Cincom Systems, Inc.","Cincinnati, OH",Unknown,Sr. Data Analyst (with Business Intelligence Experience)
"

        Excella","Arlington, VA",Unknown,Data Science Practice Lead
"

        Splunk","San Francisco, CA",Unknown,ML/Data Science Intern (Summer 2020)
"

        Amazon.com Services, Inc.","Seattle, WA",Unknown,Data Scientist - Music
"

        Booz Allen Hamilton","Alexandria, VA",Unknown,"Data Scientist/Quantitative Social Scientist, Mid"
"

        Pilgrim's","Greeley, CO",Unknown,QLIKSENSE DATA SCIENTIST
"

        CACI","Austin, TX",Unknown,Data Science Internship
"
        Precima","Chicago, IL",Unknown,Data Scientist
"

        University of Washington","Seattle, WA",Unknown,DATA SCIENTIST
"

        Intel","Santa Clara, CA",Unknown,Marketing Data Scientist
"

        NBCUniversal","New York, NY",Unknown,"Data Scientist, Peacock, Direct-to-Consumer"
"

        Walmart","Bentonville, AR",Unknown,Principal Data Scientist - Global Security
"

        Perspecta","Washington, DC",Unknown,Data Scientist
"

        Verizon","Irving, TX",Unknown,Machine Learning Engineer
"
        X-wave Innovations, Inc.","Gaithersburg, MD",Unknown,R&D Engineer – Machine Learning and Data Analysis
"

        Santander Bank","Dallas, TX",Unknown,"Sr. Data Scientist, Internal Audit"
"

        KPMG","Dallas, TX",Unknown,"Sr. Associate, Data Scientist NLP"
"

        Comcast","Philadelphia, PA",Unknown,Lead Data Scientist
"

        New York City DEPARTMENT OF TRANSPORTATION","Manhattan, NY","


                            $57,691 - $90,056 a year

",Data Scientist
"

        Opendoor","Los Angeles, CA",Unknown,Data Scientist (Analytics)
"

        Revlon","New York, NY",Unknown,Data Scientist
"
        Certilytics",United States,Unknown,Data Scientist Deep Learning
"

        Favor","Austin, TX",Unknown,Head of Data Science
"

        Blue Apron","New York, NY",Unknown,Data Scientist
"

        Arm","Austin, TX",Unknown,Machine Learning Researcher
"

        ViaSat","Carlsbad, CA",Unknown,Industrial Engineer University Grad - Data Scientist
"

        Mitchell International, Inc.","San Diego, CA",Unknown,Machine Learning / Data Scientist Internship (Summer 2020) - San Diego
"
        WTS Paradigm","Montreal, WI",Unknown,Data/AI Scientist - Spécialiste données et intelligence artificielle
"

        Hagerty","Traverse City, MI",Unknown,Lead Predictive Modeler
"

        University of Kansas Medical Center","Kansas City, KS",Unknown,Senior Data Analyst
"

        Zynga","Austin, TX",Unknown,"Lead Data Scientist IV, Central Analytics"
"

        Chicago Regional Census Office","Chicago, IL","


                            $46,554 - $107,357 a year

",Survey Statistician
"

        Disney Streaming Services","New York, NY",Unknown,"Director – Data Science, Experimentation"
"
        Expo Experts/ Hosting Multiple Denver Companies","Greenwood Village, CO",Unknown,Data Engineer/ Machine Learning Hiring Event
"

        Virginia Tech Applied Research Corporation","Arlington, VA",Unknown,Data Scientist
"

        Starbucks","Seattle, WA",Unknown,"data scientist, Global Supply Chain, Advanced Analytics - Seattle, WA"
