company,location,salary,title
"

        Intuit","San Diego, CA",Unknown,Senior Technical Data Analyst
"

        Allstate","Chicago, IL",Unknown,Arity- Sr Data Scientist
"
        Envision LLC","St. Louis, MO",Unknown,Intermediate Data Scientist
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"

        Amobee","Baltimore, MD",Unknown,Data Scientist
"

        Alignment Healthcare","Orange, CA",Unknown,Data Scientist
"

        Kaiser Permanente","San Diego, CA",Unknown,Data Scientist Machine Learning - San Diego
"

        PwC","Tampa, FL",Unknown,Data Scientist - Digital Factory
"
        Clinc","Ann Arbor, MI",Unknown,Data Scientist
"
        Attadale Partners","Chicago, IL",Unknown,Machine Learning / NLP Data Scientist
"

        The Climate Corporation","Chicago, IL",Unknown,Data Scientist - Crop Management
"

        Premise","Washington, DC",Unknown,Geospatial Data Scientist
"
        VideoAmp Careers Website","Los Angeles, CA",Unknown,Data Scientist
"

        Centers for Disease Control and Prevention","Atlanta, GA","


                            $93,282 - $121,264 a year

",Computer Scientist (Data Scientist)
"

        Slice","New York, NY",Unknown,Data Scientist
"

        Pactera","San Jose, CA",Unknown,Data Scientist
"

        Nestle USA","Seattle, WA",Unknown,Sr. Customer Data Analyst
"

        Santander Bank","Dallas, TX",Unknown,"Sr. Data Scientist, Internal Audit"
"

        Enterprise Holdings","St. Louis, MO",Unknown,Lead Data Scientist - Center of Excellence for Data and Analytics
"

        Humana","Boston, MA",Unknown,Principal Data Scientist
"

        Disney Streaming Services","New York, NY",Unknown,"Director – Data Science, Modeling"
"

        The Climate Corporation","St. Louis, MO",Unknown,Data Scientist - Spatial Statistics
"

        Procter and Gamble","Cincinnati, OH",Unknown,Data Scientist-Master’s Degree
"
        Big Bright International","Chicago, IL",Unknown,DATA SCIENTIST
"

        Auriga Polymers Inc.",United States,Unknown,Data Scientist
"
        Med-South","Birmingham, AL",Unknown,Data Scientist
"

        Booz Allen Hamilton","San Diego, CA",Unknown,"Data Scientist, Mid"
"

        Marathon Petroleum Corporation","Findlay, OH",Unknown,Data Scientist
"

        Vision Technologies, Inc","Rockville, MD",Unknown,Data Scientist
"

        Citizen","New York, NY",Unknown,Data Scientist
"

        Wolverine Trading","Chicago, IL",Unknown,Data Scientist / Quantitative Researcher – High Frequency Futures
"
        Astound.ai","Menlo Park, CA",Unknown,Senior Software Engineer for NLP
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"
        STRIVR","Menlo Park, CA",Unknown,Senior Data Scientist
"

        Comcast","Philadelphia, PA",Unknown,Lead Data Scientist
"

        TD Ameritrade","Denver, CO",Unknown,Senior Data Science Analyst
"

        University of Kansas Medical Center","Kansas City, KS",Unknown,Senior Data Analyst
"

        Integris Health","Oklahoma City, OK",Unknown,Data Scientist 1 – FT – Days – Decision Support – INTEGRIS Corporate
"

        University of Wisconsin–Madison","Madison, WI",Unknown,DATA SCIENTIST- PROGRAMMER ANALYST
"

        Southern California Edison","Rosemead, CA",Unknown,Data Scientist
"

        NBCUniversal","New York, NY",Unknown,"Data Scientist, Peacock, Direct-to-Consumer"
"

        h2o.ai","New York, NY",Unknown,Customer Data Scientist (New York)
"

        Ranker","Los Angeles, CA",Unknown,Data Scientist
"

        BNY Mellon","New York, NY",Unknown,Data Scientist
"

        CIOX Health","Alpharetta, GA",Unknown,Data Scientist
"

        Moody's Investors Service","New York, NY",Unknown,Data Scientist
"

        Accenture","Arlington, VA",Unknown,Federal - Cyber Data Scientist
"
        Credit Sesame","Mountain View, CA",Unknown,Data Scientist
"

        Medidata Solutions","New York, NY",Unknown,Data Intelligence Analyst
"
        Golden Bear Sleep and Mood Research Clinic","Berkeley, CA",Unknown,Post-doc: Dissemination/implementation and/or data science and/or sleep research
"

        Deloitte","Washington, DC",Unknown,Senior Data Scientist- Secret Clearance
"

        Liberty Mutual Insurance","Boston, MA","


                            $117,400 - $152,000 a year

","Assistant Director, Data Science - GRM US Marketing Analytics"
"

        KPMG","Dallas, TX",Unknown,"Sr. Associate, Data Scientist Machine Learning"
"

        Leidos","New Iberia, LA",Unknown,Data Scientist
"
        Custoria","New York, NY",Unknown,Data Scientist
"
        Zoomph","Reston, VA",Unknown,Data Scientist
"

        Schnucks","St. Louis, MO",Unknown,Director Data Scientist
"

        Kaiser Permanente","Oakland, CA",Unknown,"Data Scientist, Predictive Modeling and Analytics"
"

        Axiologic Solutions",Virginia,Unknown,E- Data Scientist
"

        Grubhub","Chicago, IL",Unknown,Data Scientist I
"

        Hertz","Estero, FL",Unknown,Fleet Planning Data Scientist
"

        Palo Alo Networks","Santa Clara, CA",Unknown,Intern - Data Scientist
"

        Snapchat","New York, NY",Unknown,"Data Scientist, Perception"
"

        CareCentrix","Hartford, CT",Unknown,Statistical Analyst
"
        Credit Sesame","San Francisco, CA",Unknown,Data Scientist
"
        Coffee Meets Bagel","San Francisco, CA",Unknown,Senior Product Data Scientist
"

        Comcast","Philadelphia, PA",Unknown,"Engineer, Machine Learning"
"

        Wayfair","Boston, MA",Unknown,"Head of Data Science, Search"
"

        Deloitte","Seattle, WA",Unknown,"Senior Data Scientist, NLP - Hux"
"
        Briq","Santa Barbara, CA",Unknown,Principal Data Scientist
"
        BUSINESS INTEGRA, INC","Santa Clara, CA","


                            $60 - $70 an hour

",Data Scientist
"

        Electronic Arts","Redwood City, CA",Unknown,Data Scientist
"

        Metronome LLC","Vienna, VA","


                            $84,000 - $90,000 a year

",Data Scientist
"
        PreciseTarget","Bethesda, MD",Unknown,Data Scientist
"

        Motif Investing","San Mateo, CA",Unknown,Motif Capital – Data Scientist
"

        Unified","Atlanta, GA",Unknown,Associate Data Scientist
"
        Centare","Milwaukee, WI",Unknown,Data Scientist
"

        Facebook","Menlo Park, CA",Unknown,"Data Scientist, Analytics - New Product Experimentation"
"
        Master Electronics, Inc.","Phoenix, AZ",Unknown,Process Analyst/Data Scientist Internship
"

        Leidos","McLean, VA",Unknown,Data Scientist w/Polygraph
"

        Slice","San Mateo, CA",Unknown,Data Scientist / Machine Learning Engineer - Classification Science
"

        Opendoor","San Francisco, CA",Unknown,Staff Data Scientist (Predictive Services)
"

        Excella","Arlington, VA",Unknown,Data Science Practice Lead
"

        KPMG","Atlanta, GA",Unknown,"Sr. Associate, Data Scientist, NLP"
"

        Corvid Technologies LLC","Mooresville, NC",Unknown,Computer Vision Engineer
"

        Sense Corp","Austin, TX",Unknown,Senior Data Scientist
"

        A2Z Development Center, Inc.","Santa Barbara, CA",Unknown,Machine Learning Data Associate
"

        Ascension","Austin, TX",Unknown,Senior Data Analyst
"

        Thermo Fisher Scientific","Carlsbad, CA",Unknown,Data Scientist
"

        Facebook","San Francisco, CA",Unknown,"Data Scientist, Legal"
"
        Leading Path Consulting","Reston, VA","


                            $150,000 - $200,000 a year

",Cleared Data Scientist
"
        Edison Software, Inc.","San Jose, CA",Unknown,Data Scientist
"

        Adobe","Boston, MA",Unknown,Data Scientist
"

        Snapchat","New York, NY",Unknown,Product Data Scientist
"
        Pivotal Consulting","Redmond, WA","


                            $40 an hour

",Data Analyst / Data Applied Scientist
"

        Capital One","Cambridge, MA",Unknown,Data Engineer
"
        4A Consulting, LLC","Baltimore, MD",Unknown,Data Scientist--DBE3 (Req ID:CI-001)
"
        Envision LLC","St. Louis, MO",Unknown,Intermediate Data Scientist
"

        Perspecta","Washington, DC",Unknown,Data Scientist
"

        Eclipse Gaming","Duluth, GA",Unknown,Sr Mathematician
"
        X-wave Innovations, Inc.","Gaithersburg, MD",Unknown,R&D Engineer – Machine Learning and Data Analysis
"

        Amazon.com Services, Inc.","Seattle, WA",Unknown,Product Data Scientist
"

        Bolt","San Francisco, CA",Unknown,Data Scientist
"

        NextEra Energy","Juno Beach, FL",Unknown,Data Scientist
"

        Facebook","Menlo Park, CA",Unknown,"Data Scientist, CoreApp"
"
        ShowClix Inc.","Pittsburgh, PA",Unknown,Data Scientist
"

        ATI","Monroe, NC",Unknown,"Data Scientist, Engineer"
"
        Sensor Tower","San Francisco, CA",Unknown,Data Scientist
"

        Signet Jewelers","Akron, OH",Unknown,Citizen Data Scientist
"
        WTS Paradigm","Montreal, WI",Unknown,Data/AI Scientist - Spécialiste données et intelligence artificielle
"

        The Rock Creek Group","Washington, DC",Unknown,Data Scientist
"
        JobRobin","New York, NY","


                            $100,000 - $140,000 a year

",Senior Data Analyst
"

        Humana","Boston, MA",Unknown,AI Implementation Manager (Data Scientist Manager - Consumer group)
"
        XLFN Consulting","Charlotte, NC","


                            $110,000 - $120,000 a year

","Data Scientist / BI Developer - Python, R, SAS (Remote)"
"

        Liberty Mutual Insurance","Boston, MA","


                            $132,300 - $173,200 a year

","Director I, Data Science"
"
        Xyken, LLC","McLean, VA","


                            $60,000 - $150,000 a year

",3D Computer Vision Engineer
"

        Lockheed Martin Corporation","Orlando, FL",Unknown,Data Engineer
"
        KCF Technologies","State College, PA",Unknown,Data Scientist
"

        New York City DEPARTMENT OF TRANSPORTATION","Manhattan, NY","


                            $57,691 - $90,056 a year

",Data Scientist
"

        Health & Human Services Comm","Austin, TX","


                            $4,301 - $5,671 a month

",WIC Statistician
"
        HG Insights","Santa Barbara, CA",Unknown,Associate Data Scientist
"

        Meduit","Charlotte, NC",Unknown,Data Scientist
"

        West Corporation","Westlake Village, CA",Unknown,Data Scientist (Machine Learning)
"

        Cloudflare","Austin, TX",Unknown,Data Scientist - Security
"

        GEICO","Chevy Chase, MD",Unknown,Data Scientist
"

        Archer Daniels Midland Company","Erlanger, KY",Unknown,"Data Scientist- Erlanger, KY"
"
        Quadient","Raleigh, NC",Unknown,Data Scientist
"

        avast software","Redwood City, CA",Unknown,Privacy Data Scientist
"

        System One","Valley Forge, PA",Unknown,Data Review Scientist
"
        Envision LLC","St. Louis, MO",Unknown,Data Scientist - Ph.D.
"

        Comcast","Philadelphia, PA",Unknown,Lead Data Scientist
"

        Spalding Consulting, Inc.","Lexington Park, MD",Unknown,"Data Analyst, Sr"
"

        Liberty Mutual Insurance","Boston, MA","


                            $132,300 - $173,200 a year

","Director I, Data Science, GRS Predictive Analytics Team"
"
        INFISWIFT TECHNOLOGIES","Milpitas, CA",Unknown,Data Scientist Intern
"

        Varen Technologies","Reston, VA",Unknown,Data Scientist
"

        IBM","Research Triangle Park, NC",Unknown,Network Engineering Security Analytics Data Scientist
"
        devwrx","Chicago, IL",Unknown,Data Scientist
"
        AVAST Software a.s.","Redwood City, CA",Unknown,Privacy Data Scientist
"

        CarMax","Richmond, VA",Unknown,Sr. Data Scientist
"
        ASR Analytics, LLC","Washington, DC",Unknown,Data Scientist / Developer (Junior to Mid-Level)
"
        NCCPA","Johns Creek, GA",Unknown,Data Scientist I
"

        BioFire Diagnostics, LLC.","Salt Lake City, UT",Unknown,Associate Data Scientist I/II
"

        Florida Blue","Jacksonville, FL",Unknown,Data Scientist Journey/Analytics
"
        Cane Bay Partners LLLP","Christiansted, VI",Unknown,Senior Statistician
"

        Knowesis Inc.","Fort Lewis, WA",Unknown,Data Scientist I
"
        The Syllogisteks Company","Creve Coeur, MO",Unknown,"Data Scientist (Python, CPLEX, Masters Degree)"
"

        KPMG","Atlanta, GA",Unknown,Associate - Data & Analytics Modeler
"

        TD Ameritrade","Southlake, TX",Unknown,Senior Data Science Analyst
"

        Liberty Mutual Insurance","Boston, MA","


                            $150,000 - $197,000 a year

","Director II, Data Science"
"

        New York City DEPT OF INFO TECH & TELECOMM","Manhattan, NY","


                            $63,031 - $145,000 a year

",Data Scientist
"
        Adwait Algorithm LLP","Dallas, TX",Unknown,Sr. Data Scientist
"

        SAIC","Offutt AFB, NE",Unknown,Associate Data Scientist
"

        360i","New York, NY",Unknown,Data Scientist
"
        AnswerIQ","Bellevue, WA",Unknown,Data/NLP Scientist
"

        Atlas Research","Washington, DC",Unknown,Data Scientist-Machine Learning Specialist
"

        JAGGAER","Pittsburgh, PA",Unknown,Data Scientist
"

        Domino's","Ann Arbor, MI",Unknown,2020 Summer Internship - Data Science
"

        Starbucks","Seattle, WA",Unknown,"data scientist, Global Supply Chain, Advanced Analytics - Seattle, WA"
"

        Intel","Santa Clara, CA",Unknown,Marketing Data Scientist
"

        Atos","Purchase, NY",Unknown,VIE Junior Data Scientist H/F
"
        Capax Global LLC","Chicago, IL",Unknown,Data Scientist
"

        Symphony Health Solutions",United States,Unknown,Senior Data Scientist
"
        Blue Moon Digital","Denver, CO",Unknown,Media Mix Modeling Data Scientist
"

        Jellyfish","Baltimore, MD",Unknown,Data Scientist
"

        Gates Corporation","Denver, CO",Unknown,Senior Data Scientist
"

        The Climate Corporation","St. Louis, MO",Unknown,Data Scientist - Statistics
"

        BuzzFeed","Minneapolis, MN",Unknown,Sr. Data Scientist / Data Scientist
"

        Schnucks","St. Louis, MO",Unknown,Data Scientist
"

        Abbott Laboratories","Plano, TX",Unknown,Senior Data Scientist
"

        Perspecta","Washington, DC",Unknown,Senior Data Scientist
"
        Applied Research in Acoustics LLC","Washington, DC",Unknown,R&D Scientist/Engineer: Signal Processing / Machine Learning
"
        Meet Recruitment",Massachusetts,"


                            $120,000 - $150,000 a year

",Senior Bioinformatician/Data Scientist – Proteomics – Massachusetts
"

        TracFone Wireless","Miami, FL",Unknown,Sr. Data Analyst - Fraud Investigations
"

        Red Gate Group LTD","Reston, VA",Unknown,Data Scientist
"

        The Church of Jesus Christ of Latter-day Saints","Riverton, UT",Unknown,IT Data Scientist - Contract
"

        Varsity Tutors","Seattle, WA",Unknown,Director of Data Science and Analytics
"

        Bill.Com","Palo Alto, CA",Unknown,Risk Data Scientist
"
        TechPlacers","Dallas, TX",Unknown,"Machine Learning, Neural Networks / NLP / Contract / Remote"
"

        BlueSky Resource Solutions","Pflugerville, TX","


                            $75,000 - $105,000 a year

",Sr. Data Analyst (Power BI) - Telecom Construction
"

        Novetta","Herndon, VA",Unknown,Data Scientist
"
        The Syllogisteks Company","Creve Coeur, MO",Unknown,"Data Scientist (PhD, Python, CPLEX)"
"

        Amazon.com Services, Inc.","Irvine, CA",Unknown,Data Scientist - NLP
"

        Colony Brands, Inc.","Monroe, WI",Unknown,Data Scientist
"
        Global Science & Technology, Inc.","College Park, MD",Unknown,Data Assimilation Scientist
"
        King.com","San Francisco, CA",Unknown,Data Scientist
"
        Gateway Institute for Brain Research","Davie, FL",Unknown,Biostatistician/Data Scientist
"

        Purdue University","West Lafayette, IN",Unknown,Data Scientist
"

        Gordon Food Service","Wyoming, MI",Unknown,Data Scientist
"

        Covenant Eyes","Owosso, MI",Unknown,Data Scientist
"

        Midwest Employers Casualty","Chesterfield, MO",Unknown,Data Scientist
"

        Perfect World Entertainment","Redwood City, CA",Unknown,Data Scientist
"

        Disney Streaming Services","New York, NY",Unknown,"Director – Data Science, Experimentation"
"
        Factual","Los Angeles, CA",Unknown,Data Scientist (Sales Engineering)
"

        Matrix Resources","Alpharetta, GA","


                            $90 an hour

",Data Engineer
"

        Wayfair","Boston, MA",Unknown,Data Science Manager
"

        Finastra","Norcross, GA",Unknown,Data Scientist and Computer Engineer
"

        SquareSpace","New York, NY",Unknown,"Data Scientist, Customer Operations"
"

        Elizabeth River Crossings","Portsmouth, VA",Unknown,Data Analyst/Data Scientist
"

        Excella Consulting","Arlington, VA",Unknown,Data Scientist
"

        BWX Technologies","Oak Ridge, TN",Unknown,Data Scientist
"
        Possible Finance","Seattle, WA",Unknown,"Data Scientist, Credit Risk"
"
        Synectic Solutions Inc","Oxnard, CA",Unknown,Data Scientist
"

        Pyramid Systems, Inc.","Fairfax, VA",Unknown,Data Scientist
"
        TDMK Digital","Boston, MA","


                            $90,000 - $139,000 a year

",Data Scientist
"

        Penn State University","University Park, PA",Unknown,Data Scientist
"

        ABS","Knoxville, TN",Unknown,Data Scientist
"
        KSM Consulting","Indianapolis, IN",Unknown,Data Scientist (Early career/ Mid-level/ Senior)
"

        KPMG","Dallas, TX",Unknown,"Sr. Associate, Data Scientist NLP"
"

        Zenuity","Detroit, MI",Unknown,Deep Learning Engineer - Vision Team
"
        Vivonics, Inc.","Bedford, MA","


                            $60,000 - $90,000 a year

",Industry Post-Doc / PhD - Medical Devices / Electronics
"
        XLFN Consulting","Seattle, WA","


                            $110,000 - $120,000 a year

","Data Scientist / BI Developer - Python, R, SAS, Power BI (Remote)"
"
        Wealthfront","Palo Alto, CA",Unknown,Principal Applied Data Scientist - Machine Learning
"
        LSQ","Orlando, FL",Unknown,Data Scientist - Client Engagement
"
        Clicktripz","Manhattan Beach, CA",Unknown,Data Scientist
"

        Experian","San Diego, CA",Unknown,Data Scientist (Machine Learning)
"

        Facebook","New York, NY",Unknown,"Data Scientist, Analytics, Intern (PhD)"
"

        Sony Pictures Entertainment Inc.","Culver City, CA",Unknown,"Data Scientist, Theatrical Marketing"
"

        Talking Rain Beverage Company","Issaquah, WA",Unknown,Data Scientist
"

        NBCUniversal","New York, NY",Unknown,Senior Data Scientist
"

        Honeywell","Phoenix, AZ",Unknown,Data Scientist (HCE)
"

        Amazon.com Services, Inc.","Seattle, WA",Unknown,"Data Scientist, Alexa Excellence"
"

        W.R. Berkley","Chesterfield, MO",Unknown,Data Scientist
"
        Retail Solutions, Inc.","San Jose, CA",Unknown,Data Scientist
"

        KPMG","Nashville, TN",Unknown,"Manager, Natural Language Processing Data Scientist"
"

        Vanguard","Malvern, PA",Unknown,Fintech Senior Data Scientist
"

        Silicon Valley Bank","Tempe, AZ",Unknown,Data Scientist-Machine Learning and Predictive Analytics
"
        CGI Veterans Jobs","Arlington, VA",Unknown,Junior Data Scientist
"

        Apple","Austin, TX",Unknown,Senior Quantitative Data Analyst
"

        Pilgrim's","Greeley, CO",Unknown,QLIKSENSE DATA SCIENTIST
"

        Retail Business Services","Quincy, MA",Unknown,Data Scientist (Co-op)
"
        ASET Partners","Washington, DC",Unknown,Data Scientist
"

        OneGlobe LLC","Washington, DC",Unknown,Data Scientist
"
        Evidation","Santa Barbara, CA",Unknown,Health Data Scientist - Biostats
"

        Huntington Bank","Columbus, OH",Unknown,Data Scientist
"

        PADI",California,Unknown,Data Scientist
"

        Excella Consulting","Arlington, VA",Unknown,Data Scientist
"
        Envision LLC","St. Louis, MO",Unknown,"Data Scientist - Python, CPLEX"
"

        KPMG","Atlanta, GA",Unknown,"Director, Data Scientist, Natural Language Processing"
"

        Deloitte","San Francisco, CA",Unknown,"Senior Data Scientist, NLP - Hux"
"

        National Funding","San Diego, CA",Unknown,Data Scientist- Credit Risk/ Operations
"
        Callidus Inc","Pennington, NJ",Unknown,Data Scientist
"
        Pie Insurance","Denver, CO",Unknown,Predictive Modeling Manager/Data Scientist
"

        Green Dot Corporation","Pasadena, CA",Unknown,Data Scientist
"

        Aon","Boston, MA",Unknown,Data Scientist
"

        JB Hunt","Lowell, AR",Unknown,Data Scientist
"

        Teacher Retirement System of Texas","Austin, TX",Unknown,Data Engineer – Warehouse and B.I.
"

        Anthem, Inc.",United States,Unknown,AI Principal Data Scientist (PS19212)
"
        Quantium","Chicago, IL",Unknown,Data Scientist
"
        BICP","San Francisco, CA",Unknown,Data Scientist
"

        Piper Companies","Arlington, VA","


                            $130,000 - $175,000 a year

",Data Scientist
"
        Expo Experts/ Hosting Multiple Colorado Springs Companies","Colorado Springs, CO",Unknown,Data Engineer/ Machine Learning Hiring Event
"

        Quadrant, Inc.","Reston, VA",Unknown,Data Scientist AI/ML
"

        ZestFinance","Los Angeles, CA",Unknown,Data Science Internship - Summer 2020
"
Data Quantist","Austin, TX",Unknown,Senior Data Scientist
"

        TCL Research America","San Jose, CA",Unknown,"Scientist, Data Mining"
"

        Amgen","Thousand Oaks, CA",Unknown,Data and Machine Learning Scientist
"

        Favor","Austin, TX",Unknown,Head of Data Science
"

        Stitch Fix","San Francisco, CA",Unknown,Data Scientist - Inventory Forecasting and Health
"

        Microsoft","Redmond, WA",Unknown,Senior Data & Applied Scientist
"

        Norfolk Southern Corp","Atlanta, GA",Unknown,Spring 2020 Data Science Internship
"

        Red Hat, Inc.","Raleigh, NC",Unknown,Data Science Internship
"

        Amsted Industries","Granite City, IL",Unknown,DATA SCIENTIST
"

        Cygnet Infotech Pvt. Ltd","Phoenix, AZ","


                            $60 - $70 an hour

",Machine Learning Engineer
"

        My Job Tank","San Francisco, CA",Unknown,Senior Data Scientist
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"

        Liberty Mutual Insurance","Boston, MA","


                            $117,400 - $152,000 a year

","Assistant Director, Data Science"
"

        Exact Sciences Corporation","Madison, WI",Unknown,"Associate Data Scientist, Sales Force"
"

        WorldPay US, Inc.","Cincinnati, OH",Unknown,Data Scientist
"

        Snapchat","Los Angeles, CA",Unknown,Engineering Data Scientist
"

        Universal Orlando Resort","Orlando, FL",Unknown,Data Scientist
"

        Hive","San Francisco, CA",Unknown,Data Scientist
"

        JPMorgan Chase","Houston, TX",Unknown,"Corporate Control Management - Data Scientist, Natural Language Processing – Associate"
"
        PIÑATA SCIENCES","Boston, MA",Unknown,Juñior Data Scientist
"

        Amazon.com Services, Inc.","Seattle, WA",Unknown,Data Scientist Compensation
"

        Manulife","Boston, MA",Unknown,Data Scientist
"

        VROOM","New York, NY",Unknown,Data Scientist
"

        Wells Fargo","Charlotte, NC",Unknown,Sr. Data Scientist / Analytic Consultant 5
"

        Onward Search","New York, NY",Unknown,Data Scientist
"

        UCLA Health","Los Angeles, CA",Unknown,Sr. Data Analyst
"

        Livongo","San Francisco, CA",Unknown,Data Scientist
"
        Formation","San Francisco, CA",Unknown,Data Scientist
"

        First American","Santa Ana, CA",Unknown,Senior Data Scientist
"
        Factual","Los Angeles, CA",Unknown,Associate Data Scientist (Sales Engineering)
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"

        Remedy Partners","New York, NY",Unknown,Data Scientist
"

        Smartling","New York, NY",Unknown,Data Scientist
"
        BEN Group, Inc","Provo, UT",Unknown,Data Intern
"
        Scientific Systems and Software International (SSS...","Baltimore, MD",Unknown,Data Scientist (CI 001/DBE3)
"

        Walmart eCommerce","San Bruno, CA",Unknown,FY20 Intern Conversion: Data Scientist
"

        Transworld Systems, Inc.","Lake Forest, IL",Unknown,Data Scientist
"

        Trusted Media Brands","Milwaukee, WI",Unknown,Data Scientist
"

        Foot Locker, Inc.","Wausau, WI",Unknown,SR. DATA SCIENTIST
"

        Square","San Francisco, CA",Unknown,"Data Scientist, Growth Data Science"
"
        Sportradar AG","Menlo Park, CA",Unknown,Data Scientist
"

        Wells Fargo","Tempe, AZ",Unknown,Sr. Data Scientist / Analytic Consultant 5
"

        Convoy","Seattle, WA",Unknown,Data Scientist - Shipment Acquisition & Growth
"

        Apple","Santa Clara Valley, CA",Unknown,"Data Scientist - Fraud Engineering, Algorithms, and Risk"
"
        InsuraMatch","Boston, MA",Unknown,Data Scientist
"

        Booz Allen","Washington, DC",Unknown,Data Scientist
"

        Spotify","New York, NY",Unknown,Data Scientist – Personalization
"

        Netflix","Los Gatos, CA",Unknown,Senior Data Scientist
"

        Two Sigma Investments, LLC.","New York, NY",Unknown,Data Scientist - Strategic Data Science
"

        Teespring","San Francisco, CA",Unknown,Data Scientist
"

        CitiusTech","Denver, CO",Unknown,Data Scientist
"

        Huntington Ingalls Industries (HII-MDIS)","Fort Meade, MD",Unknown,Visualizatior* - Data Scientist
"

        Health Care Service Corporation","Chicago, IL",Unknown,Senior Data Scientist
"

        HERE Technologies","Chicago, IL",Unknown,Principal Data Scientist
"
        Envision LLC","St. Louis, MO",Unknown,"Data Scientist - Python, CPLEX"
"

        ClearEdge IT Solutions","Annapolis Junction, MD",Unknown,Software Engineer - Data Science
"

        PayPal","San Jose, CA",Unknown,Lead Data Scientist
"

        TARGET","Minneapolis, MN",Unknown,Sr. Data Analyst - Properties Analytics
"

        3M","Maplewood, MN",Unknown,UR - Optimized Operations (O2) Data Scientist / Statistician
"

        Texas Legends","Frisco, TX",Unknown,Game Night IDS Statistician
"

        Lexmark International, Inc.","Lexington, KY",Unknown,Technical Rotation Program-Data Scientist
"

        Branch","Redwood City, CA",Unknown,Sr. Data Scientist - Knowledge
"

        State Farm","Athens, GA",Unknown,Statistician/Data Scientist
"

        Govini","Pittsburgh, PA",Unknown,Data Scientist
"

        Walmart","San Bruno, CA",Unknown,Data Scientist - Customer Analytics
"

        MedStar Health Research Institute","Washington, DC",Unknown,Data Scientist
"
        aspirent","Atlanta, GA",Unknown,Data Scientist
"
        Tropikia Group","New York, NY",Unknown,Data Scientist / Quantitative Analyst
"
        Axle Informatics","Rockville, MD",Unknown,Biological Data Scientist
"

        Intuit","Mountain View, CA",Unknown,"Staff Data Scientist, Business Analytics"
"

        Zynga","Austin, TX",Unknown,"Lead Data Scientist IV, Central Analytics"
"

        Aroghia Group","Beaverton, OR",Unknown,Data Scientist fot Global Sportswear Brand
"

        Rush University Medical Center","Chicago, IL",Unknown,Data Science Analyst
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"
        The Confidential Search Company","Lawrence, MA","


                            $90,000 - $100,000 a year

",ACO Senior BI Data Analyst
"

        TXU Energy","Irving, TX",Unknown,Advanced Analytics - Data Scientist
"

        Walmart","Sunnyvale, CA",Unknown,Staff Data Scientist - NLP
"

        Simon Property Group","New York, NY",Unknown,Venture Capital Analyst - Data Scientist
"

        RAYMOND JAMES FINANCIAL","Saint Petersburg, FL",Unknown,2020 Accelerated Development Program (ADP) IT Associate- Data Scientist Track (Jan. & June Start Date)
"

        Cotiviti, Inc.","Atlanta, GA",Unknown,Data Scientist
"
        DESE Research, Inc.","Huntsville, AL",Unknown,Data Scientist
"
        LVIS Corporation","Palo Alto, CA",Unknown,Data Scientist
"
        BrightSpeed is a trademark of BrightSpeed","Palm Coast, FL",Unknown,DATA SCIENTIST
"

        Revlon","New York, NY",Unknown,Data Scientist
"

        ExxonMobil","Spring, TX",Unknown,Data Science Intern (BS / MS) - Intern
"
        XLFN Consulting","San Diego, CA","


                            $110,000 - $120,000 a year

","Data Scientist / BI Developer - Python, R, SAS (Remote)"
"

        PPL","Allentown, PA",Unknown,Associate Data Scientist / Data Scientist
"

        TARGET","Minneapolis, MN",Unknown,Sr Data Analyst-OSA
"
        Identity and Access Solutions LLC","New York, NY",Unknown,Sr. Data Scientist/Data Analytics - Full-time Position
"

        Hinge","New York, NY",Unknown,Data Scientist
"

        AT&T","Collinsville, IL",Unknown,Data Scientist (Government)
"

        Novetta","Reston, VA",Unknown,Data Scientist/Programmer
"
        Wealthfront","Palo Alto, CA",Unknown,Senior Applied Data Scientist - Machine Learning
"
        Far Harbor, LLC","Austin, TX","


                            $118,000 - $152,000 a year

",Director of Research and Statistics
"

        Acara Solutions","Coraopolis, PA",Unknown,Data Scientist
"

        TracFone Wireless","Miami, FL",Unknown,Sr. Data Scientist
"

        BlackRock","New York, NY",Unknown,Senior Data Engineer - AI Labs
"

        Comcast","Philadelphia, PA",Unknown,"Data Scientist, Analytics & Behavioral Science"
"

        ITAC Solutions","Birmingham, AL",Unknown,Senior Data Scientist
"

        Abstract Tokenization","Seattle, WA","


                            $100,000 - $130,000 a year

",Data Scientist
"

        UCHealth","Aurora, CO",Unknown,Data Scientist
"
        NarrativeDx","Austin, TX",Unknown,Data Scientist
"

        red violet","Seattle, WA",Unknown,Data Scientist
"

        Central Intelligence Agency","Washington, DC","


                            $67,968 - $126,062 a year

",Data Scientist
"
        Seen by Indeed","Chicago, IL",Unknown,Data Scientist
"

        Echo Global Logistics","Chicago, IL",Unknown,Data Scientist
"

        Valassis Digital","Morrisville, NC",Unknown,Data Scientist
"

        WorldPay US, Inc.","Cincinnati, OH",Unknown,Data Scientist
"

        Snapchat","Los Angeles, CA",Unknown,Engineering Data Scientist
"

        Universal Orlando Resort","Orlando, FL",Unknown,Data Scientist
